PNR,DEP. DATE,TBO-TotalAmount(Preferred Curr),TRIPEUR-NETPAYABLE,PASS/FAIL-NETPAYABLE,TBO- Total GST,TRIPEUR-Airline Gst,PASS/FAIL-Airline Gst
V83VKC,07-05-2018,"[""5099.99""]","[""5313""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
M747MB,07-05-2018,"[""4045.16""]","[""4160""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
EB8ZTC,07-05-2018,"[""5255.8""]","[""5370""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
P9T6ZE,07-05-2018,"[""8849.05""]","[""9205""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
EMUH3J,07-05-2018,"[""4856.5""]","[""4857""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
K93VQY,07-05-2018,"[""8034.65""]","[""8149""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
S74VQR,07-05-2018,"[""5753.83""]","[""5855""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
JB4F5P,07-05-2018,"[""7986.29""]","[""8119""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SDBG7N,07-05-2018,"[""3736.5""]","[""3902""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
M9GZTY,13-06-2018,"[""5740.5""]","[""5780""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
LQDSMA,13-06-2018,"[""2652.14""]","[""2763""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
HRTM4K,13-06-2018,"[""2985.5""]","[""3045""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
34K0PY,13-06-2018,"[""5510""]",[26932],"[""PASS""]","[""18""]","[""00""]","[""FAIL""]"
R93HZW,09-05-2018,"[""5681.9""]","[""5866""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
IYQQYF,09-05-2018,"[""5083.8""]","[""5198""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
LLBNPR,09-05-2018,"[""5846.72""]","[""5965""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
XK9CTX,09-05-2018,"[""6644.95""]",[13530],"[""PASS""]","[""0""]",[0],"[""PASS""]"
UKGNUH,09-05-2018,"[""5585.83""]","[""5687""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RJ77TK,09-05-2018,"[""7959.52""]","[""8087""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
WFCVPW,09-05-2018,"[""7242.56""]","[""7367""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
8GVDKI,09-05-2018,"[""11540.18""]","[""11753""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
EWLSRW,09-05-2018,"[""7629.5""]","[""7630""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
JKZLUI,09-05-2018,"[""7471.5""]","[""7472""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
VJMC6H,09-05-2018,"[""9202.68""]","[""9309""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
J3NN9S,09-05-2018,"[""4458.9""]","[""4663""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
L89IRF,09-05-2018,"[""4231.34""]","[""4416""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
CYD58C,09-05-2018,"[""9202.68""]","[""9309""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
B8GJNY,09-05-2018,"[""9307.1""]","[""9413""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
LR2N6C,09-05-2018,"[""6675.65""]","[""6879""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
EYCZTF,09-05-2018,"[""7567.12""]","[""7699""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NPR43D,09-05-2018,"[""2329.5""]","[""2443""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
P7G6FC,09-05-2018,"[""8308.55""]","[""8660""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
MH3MKA,09-05-2018,"[""8482.68""]","[""8599""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
XDIE7N,09-05-2018,"[""3132.42""]","[""3251""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SKFMOY,09-05-2018,"[""9027.43""]","[""9332""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SNHTOB,09-05-2018,"[""9423.69""]","[""9662""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RHS7YA,09-05-2018,"[""7195.9""]",[14654],"[""PASS""]","[""0""]",[0],"[""PASS""]"
VJ6DGK,09-05-2018,"[""9157.59""]","[""9290""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
PPE75T,09-05-2018,"[""8673.5""]","[""8768""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
UVFXX9,09-05-2018,"[""8025.64""]","[""8254""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
MRCDSA,09-05-2018,"[""9628.5""]","[""9688""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
GINYHX,09-05-2018,"[""8189.81""]","[""8316""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
QCNLUS,14-05-2018,"[""9027.43""]","[""9299""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
T86SUC,14-05-2018,"[""2835.64""]","[""2986""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
STGK8G,14-05-2018,"[""10272.27""]","[""10368""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
TATNVF,14-05-2018,"[""18251.68""]","[""18820""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RW6KXM,14-05-2018,"[""2628.5""]","[""2629""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
J9IL2F,14-05-2018,"[""11429.96""]","[""11571""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
M9JANE,14-05-2018,"[""6454.96""]","[""6793""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
N5BLF2,14-05-2018,"[""6091.38""]","[""6251""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
WGRNFD,14-05-2018,"[""4680.4""]","[""4792""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
S5I63V,14-05-2018,"[""5202.87""]","[""5339""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
QIYFNX,16-05-2018,"[""4090.34""]","[""4275""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
QT659F,16-05-2018,"[""7863.26""]",[16228],"[""PASS""]","[""0""]",[0],"[""PASS""]"
R81RTC,16-05-2018,"[""2933.49""]","[""3090""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SGFNJR,16-05-2018,"[""7252.07""]","[""7492""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
YYVDHV,16-05-2018,"[""8306.78""]","[""8435""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
UW3DKM,16-05-2018,"[""8328.5""]","[""8423""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
US79DQ,16-05-2018,"[""8761.68""]","[""9015""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
YRI98A,16-05-2018,"[""7471.5""]","[""7566""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
V2HDLG,16-05-2018,"[""6318.36""]","[""6527""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NEDV8X,16-05-2018,"[""9412.18""]","[""9676""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
D9DEWI,16-05-2018,"[""2804.48""]","[""2924""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
R6KRHF,16-05-2018,"[""3652.47""]","[""3804""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KLLDMB,16-05-2018,"[""8645.49""]","[""8774""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
WKXB6G,16-05-2018,"[""6433.75""]","[""6559""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
TWAB3I,16-05-2018,"[""8669.81""]","[""8816""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
WIMM3K,16-05-2018,"[""2330.54""]","[""2448""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
C8VZFO,16-05-2018,"[""3386.11""]","[""3499""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
DRBGNN,16-05-2018,"[""2829.5""]","[""2924""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
TLNMX5,04-05-2018,"[""14221.31""]","[""14654""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NJNJNH,04-05-2018,"[""8978.81""]","[""9084""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
70KPKK,04-05-2018,"[""5046.06""]","[""5245""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
J8MEVL,04-05-2018,"[""2954.31""]","[""3052""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VBRY3D,04-05-2018,"[""11781.88""]","[""11947""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
JKS3KR,04-05-2018,"[""9307.1""]","[""9427""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
XEYUMZ,04-05-2018,"[""7230.97""]","[""7349""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
PC6RBO,04-05-2018,"[""8621.91""]","[""8914""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
V3CF4V,11-05-2018,"[""8279.99""]",[17338],"[""PASS""]","[""0""]",[0],"[""PASS""]"
6XD5F8,11-05-2018,"[""5918.25""]","[""6038""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
N9UKYZ,11-05-2018,"[""4008.75""]","[""4200""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NEF8WJ,11-05-2018,"[""5585.83""]","[""5590""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
J5BMUY,11-05-2018,"[""7392.22""]","[""7471""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
H5DJSP,11-05-2018,"[""8845.98""]","[""9265""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
D4ZLPS,11-05-2018,"[""6647.96""]","[""6928""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
01S4BM,11-05-2018,"[""1523.07""]","[""1623""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SHFGNW,11-05-2018,"[""8621.91""]","[""8914""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
KGVQ6N,11-05-2018,"[""3424.6""]","[""3530""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
UV4GJ3,11-05-2018,"[""6318.36""]","[""6527""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
EL72KC,11-05-2018,"[""3128.5""]","[""3223""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
LP9SHG,11-05-2018,"[""3128.5""]","[""3241""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
OI8Y7K,11-05-2018,"[""5605.7""]","[""5731""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
K8AO65,11-05-2018,"[""2044.57""]","[""2209""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
LROMQC,11-05-2018,"[""7488.02""]","[""7671""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
9NZ276,10-05-2018,"[""8773.02""]",[27261],"[""PASS""]","[""0""]",[0],"[""PASS""]"
MR4GHQ,10-05-2018,"[""8773.02""]",[17758],"[""PASS""]","[""0""]",[0],"[""PASS""]"
FDEIFE,10-05-2018,"[""3916.58""]","[""4112""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
X794YE,10-05-2018,"[""9307.1""]","[""9315""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
WV4P4E,10-05-2018,"[""6162.5""]","[""6257""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
48R8TC,10-05-2018,"[""8250""]","[""8478""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
YK17KX,10-05-2018,"[""4045.16""]","[""4160""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
L68D7L,10-05-2018,"[""10272.27""]","[""10517""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
LENRDN,10-05-2018,"[""9027.43""]","[""9332""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
B8RN7V,10-05-2018,"[""5585.83""]","[""5703""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
WIHM6K,10-05-2018,"[""7242.56""]","[""7367""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RYRFGF,10-05-2018,"[""3800.81""]","[""3909""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
JEJQVW,10-05-2018,"[""2533.3""]","[""2655""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VD4C4M,10-05-2018,"[""7230.97""]","[""7246""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
QHKWFH,10-05-2018,"[""6709.46""]","[""6952""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
KKZU9E,10-05-2018,"[""6552.16""]","[""6673""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SWR8ND,10-05-2018,"[""9425.34""]","[""9603""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
AW2GXJ,10-05-2018,"[""3128.5""]","[""3241""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
IFNPPT,10-05-2018,"[""5727.76""]","[""5844""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
ELULRP,10-05-2018,"[""2329.5""]","[""2424""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
ZDCCKQ,10-05-2018,"[""3907.66""]","[""4090""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
TF9RWG,10-05-2018,"[""5671.53""]","[""5867""]","[""PASS""]","[""1.8""]",[0],"[""FAIL""]"
MWRY9G,13-05-2018,"[""2629.5""]",[5378],"[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
KIKFHL,13-05-2018,"[""1737.5""]","[""1738""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
Z5QSMS,13-05-2018,"[""32465.29""]","[""33690""]","[""PASS""]","[""1.8""]",[0],"[""FAIL""]"
O5EYVC,13-05-2018,"[""5308.42""]","[""5545""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
LQ9ERK,13-05-2018,"[""5681.9""]","[""5933""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
MC4BWC,13-05-2018,"[""4264.43""]","[""4387""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
JFF17D,13-05-2018,"[""6031.37""]","[""6133""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
HBHLQC,13-05-2018,"[""9262.99""]",[18798],"[""PASS""]","[""0""]",[0],"[""PASS""]"
UZZHWB,13-05-2018,"[""10068.49""]","[""10314""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
TNXDSS,13-05-2018,"[""10068.49""]","[""10329""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
OFLI7D,13-05-2018,"[""8199.52""]","[""8327""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
MKHCEW,13-05-2018,"[""2860.23""]","[""3020""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
S75VSR,12-05-2018,"[""8348.48""]","[""8477""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RJ2ZFL,12-05-2018,"[""2629.5""]",[5378],"[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
TUHNVX,12-05-2018,"[""4698.81""]","[""4828""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SQ11TM,12-05-2018,"[""130468.86""]","[""132388""]","[""PASS""]","[""1.8""]",[0],"[""FAIL""]"
TBF6VF,12-05-2018,"[""6646.06""]","[""6775""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
01S4CA,12-05-2018,"[""1919.54""]","[""2022""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
S5L9QP,12-05-2018,"[""9027.43""]","[""9252""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
W8B3RC,12-05-2018,"[""7337.55""]","[""7603""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
V57MD8,12-05-2018,"[""6654.28""]","[""6774""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
TBM6KS,12-05-2018,"[""2773.8""]","[""2789""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
B3MLYF,12-05-2018,"[""10604.05""]","[""10966""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
MHI6UA,12-05-2018,"[""6257.08""]","[""6377""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
PJEVQX,12-05-2018,"[""5281.05""]","[""5354""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
M4WFYC,12-05-2018,"[""4753.5""]","[""4960""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
URBUIB,12-05-2018,"[""45739""]",[91242],"[""PASS""]","[""18""]","[""00""]","[""FAIL""]"
SFFH7L,17-05-2018,"[""6773.78""]","[""6984""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VE4MEX,17-05-2018,"[""8025.64""]","[""8223""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
QY24RD,17-05-2018,"[""4766.98""]","[""4892""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VOFWNU,17-05-2018,"[""7685.54""]","[""7850""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
APGTTT,17-05-2018,"[""3129.5""]","[""3130""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
KCXDGY,17-05-2018,"[""9027.43""]","[""9299""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
ODQ5RN,17-05-2018,"[""6012.88""]","[""6255""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
HILSFX,17-05-2018,"[""3131.47""]","[""3139""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
S7CGGB,17-05-2018,"[""8767.42""]","[""8898""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
X7GISF,17-05-2018,"[""5442.23""]","[""5642""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
TY495M,17-05-2018,"[""9032.03""]","[""9301""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
P9FCXM,17-05-2018,"[""5672.88""]","[""5874""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
WD61XP,17-05-2018,"[""5491.49""]","[""5606""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
CDSN9G,17-05-2018,"[""6022.04""]","[""6141""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
H77LXB,17-05-2018,"[""9157.59""]","[""9281""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
U5M33V,17-05-2018,"[""4567.93""]",[9422],"[""PASS""]","[""0""]",[0],"[""PASS""]"
ZSN9UA,17-05-2018,"[""7429.5""]","[""7524""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
FIFKPK,17-05-2018,"[""9157.59""]","[""9290""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
MKMG9R,17-05-2018,"[""7514.56""]","[""7640""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
WR37A9,17-05-2018,"[""8332.81""]","[""8572""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
E71J82,17-05-2018,"[""2461""]",[2461],"[""PASS""]","[""9""]","[""00""]","[""FAIL""]"
U63YQI,17-05-2018,"[""5232.8""]","[""5424""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
FG1I8R,17-05-2018,"[""5483.4""]","[""5682""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
IHQ75K,17-05-2018,"[""6770.16""]","[""6891""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
H8FUTG,17-05-2018,"[""4406.26""]",[9118],"[""PASS""]","[""0""]",[0],"[""PASS""]"
J6IMPO,21-05-2018,"[""5356.45""]","[""5537""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VG4C4D,21-05-2018,"[""4525.53""]",[18576],"[""PASS""]","[""0""]",[0],"[""PASS""]"
Y7KNVR,21-05-2018,"[""4525.53""]",[18576],"[""PASS""]","[""0""]",[0],"[""PASS""]"
IF5QTG,21-05-2018,"[""4859.01""]",[29868],"[""PASS""]","[""0""]",[0],"[""PASS""]"
VHMQTQ,21-05-2018,"[""6198.32""]","[""6317""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
A8PIJI,21-05-2018,"[""5746.27""]","[""5862""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
JQF8BT,21-05-2018,"[""4815.94""]","[""4981""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
R467Q9,21-05-2018,"[""5064.88""]","[""5274""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
E8W8QY,21-05-2018,"[""4917.67""]","[""5031""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
583N90,21-05-2018,"[""60612""]","[""60789""]","[""PASS""]","[""18""]",[0],"[""FAIL""]"
RMRO4U,21-05-2018,"[""2426.74""]","[""2534""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
CJ37PO,21-05-2018,"[""5594.4""]",[11412],"[""PASS""]","[""0""]",[0],"[""PASS""]"
CKPFCU,21-05-2018,"[""5432.37""]",[11088],"[""PASS""]","[""0""]",[0],"[""PASS""]"
JMPDFM,21-05-2018,"[""5329.5""]","[""5424""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
SWCXV2,21-05-2018,"[""6626.11""]","[""6717""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
O7KPVB,21-05-2018,"[""2921.22""]","[""2938""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
F7F58G,21-05-2018,"[""6370.24""]","[""6534""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
K4RQKC,21-05-2018,"[""2985.54""]","[""3130""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
T8MN2M,21-05-2018,"[""7197.68""]","[""7368""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PVTMQW,21-05-2018,"[""6557.2""]","[""6642""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
X3U4UB,21-05-2018,"[""4697.07""]","[""4759""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
W9EM3Z,21-05-2018,"[""3223.33""]","[""3380""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
ECGU5Z,21-05-2018,"[""2505.26""]","[""2511""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
GP28WW,21-05-2018,"[""8628.5""]","[""8723""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
QENYFK,21-05-2018,"[""9336.08""]","[""9638""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
BGPYVA,21-05-2018,"[""2735.57""]",[5484],"[""PASS""]","[""0""]",[0],"[""PASS""]"
V7BRRM,21-05-2018,"[""3671.72""]","[""3856""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
F1S8FY,21-05-2018,"[""3671.72""]","[""3856""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
VI4LFJ,21-05-2018,"[""7001.9""]","[""7240""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
B7EE7L,21-05-2018,"[""5597.71""]","[""5714""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
L876SW,18-05-2018,"[""6774.46""]","[""6996""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
N8P5QL,18-05-2018,"[""2416.91""]","[""2430""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
T8UH3Y,18-05-2018,"[""2941.03""]","[""2960""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PEP7XJ,18-05-2018,"[""8365.48""]","[""8475""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
2LWFR2,18-05-2018,"[""7816.42""]","[""8026""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
ID627J,18-05-2018,"[""9418.35""]","[""9551""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
GIWHXK,18-05-2018,"[""6947.92""]","[""7068""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
EPGCNT,18-05-2018,"[""6326.5""]","[""6421""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
VGTU4R,18-05-2018,"[""7138.4""]","[""7338""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
LD1G6Z,18-05-2018,"[""8958.98""]","[""9094""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
N8D3RS,18-05-2018,"[""3989.89""]","[""4193""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
DH5K2U,18-05-2018,"[""4538.15""]","[""4694""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KYWSQF,18-05-2018,"[""6216.15""]","[""6336""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KXDZS6,18-05-2018,"[""10785.68""]","[""11090""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
K53D2V,18-05-2018,"[""10374.6""]","[""10674""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PJ728Y,18-05-2018,"[""5626.5""]","[""5721""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
CQG78Q,18-05-2018,"[""6721""]","[""6721""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
QE4CJ2,15-05-2018,"[""4864.5""]","[""4987""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
STDBVV,15-05-2018,"[""7953""]","[""8038""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
SJEB9H,15-05-2018,"[""8524.72""]","[""8659""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
VDW2AF,15-05-2018,"[""8353.94""]","[""8567""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
XFRHJG,15-05-2018,"[""5727.76""]","[""5844""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
OI585K,15-05-2018,"[""5727.76""]",[11708],"[""PASS""]","[""0""]",[0],"[""PASS""]"
VB9JPF,15-05-2018,"[""8804.33""]","[""8939""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
S8EB4L,15-05-2018,"[""8936.37""]","[""9066""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
UDQ1HM,15-05-2018,"[""4305.64""]","[""4416""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NJBN8H,15-05-2018,"[""4229.68""]","[""4352""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
FJMB8E,15-05-2018,"[""2804.48""]","[""2924""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
HBBFHC,15-05-2018,"[""10750.02""]","[""10887""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
Y5LFFC,15-05-2018,"[""5594.39""]","[""5679""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
N99FRY,15-05-2018,"[""6257.08""]","[""6332""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
FD154J,15-05-2018,"[""2290.82""]","[""2393""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
JYYMGF,19-05-2018,"[""4992.12""]","[""5105""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
NEGKTJ,19-05-2018,"[""4267.41""]","[""4378""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RCK9RK,19-05-2018,"[""3481.14""]","[""3652""]","[""PASS""]","[""0""]",[0],"[""PASS""]"
RM4M7P,19-05-2018,"[""3726.5""]","[""3727""]","[""PASS""]","[""13.5""]",[0],"[""FAIL""]"
U442RL,19-05-2018,"[""9032.03""]","[""9301""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
UCSVQP,19-05-2018,"[""4720.98""]","[""4833""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
MMGLVC,19-05-2018,"[""5629.5""]",[11496],"[""PASS""]","[""13.5""]","[""00""]","[""FAIL""]"
